RANK,SHIRTNUMBER,NAME,TEAM,SPIKES,FAULTS,SHOTS,TOTAL ATTEMPTS,SUCCESS %
5,10,Julian Zenger,GER,73,19,222,314,17.20
6,3,Ruben Schott,GER,61,13,208,282,17.02
118,1,Christian Fromm,GER,32,12,179,223,
119,2,Tobias Krick,GER,0,1,6,7,
120,5,Moritz Reichert,GER,43,16,172,231,
121,7,David Sossenheimer,GER,15,13,89,117,
122,8,Marcus Böhme,GER,0,0,6,6,
123,12,Anton Brehme,GER,3,0,8,11,
124,13,Simon Hirsch,GER,0,0,1,1,
125,15,Noah Baxpöhler,GER,0,0,4,4,
126,17,Jan Zimmermann,GER,0,2,2,4,
